15:23:30	    65.2	    56.8	      61	   1,000	    60.7	     230	    60.8	   1,829	    60.9	      61	      10	    0.00	      61	     237	    61.1	   2,991	    61.2	   3,619	    61.5	    60.3	   60.93	  91,724	    60.9	   3,399	      61	  88,325	      20	      39	       1	
15:23:41	    65.2	    56.8	      61	   1,000	    60.7	     230	    60.8	   1,829	    60.9	      61	      10	    0.00	      61	     237	    61.1	   2,991	    61.2	   3,619	    61.5	    60.3	   60.93	  91,724	    60.9	   3,399	      61	  88,325	      20	      39	       1	
ThoiGian	    Tran	     San	      TC	     KL3	    Gia3	     KL2	    Gia2	     KL1	    Gia1	     Gia	      KL	 thayDoi	    Gia1	     KL1	    Gia2	     KL2	    Gia3	     KL3	     Cao	    Thap	      TB	  TongKL	   GiaP1	    KLP1	   GiaP2	    KLP2	   NNMua	   NNBan	    Room	15:24:43	    65.2	    56.8	      61	     230	    60.8	   1,829	    60.9	   2,096	      61	    61.1	     100	    0.10	    61.1	   2,801	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:24:54	    65.2	    56.8	      61	     230	    60.8	   1,829	    60.9	   2,096	      61	    61.1	     100	    0.10	    61.1	   2,801	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:05	    65.2	    56.8	      61	     230	    60.8	   1,829	    60.9	   2,096	      61	    61.1	     100	    0.10	    61.1	   2,801	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:16	    65.2	    56.8	      61	     230	    60.8	   1,829	    60.9	   2,096	      61	    61.1	     100	    0.10	    61.1	   2,801	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:27	    65.2	    56.8	      61	     230	    60.8	   1,829	    60.9	   2,096	      61	    61.1	     100	    0.10	    61.1	   2,801	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:37	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	   2,246	      61	    61.1	     100	    0.10	    61.1	   2,811	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:48	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	   2,246	      61	    61.1	     100	    0.10	    61.1	   2,811	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:25:59	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	   2,246	      61	    61.1	     100	    0.10	    61.1	   2,811	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:26:10	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	   2,246	      61	    61.1	     100	    0.10	    61.1	   2,811	    61.2	   3,619	    61.3	   5,327	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
15:26:21	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	   2,246	      61	    61.1	     100	    0.10	    61.1	   2,816	    61.2	   3,619	    61.3	   5,727	    61.5	    60.3	   60.93	  92,151	    60.9	   3,399	    61.1	  88,752	      20	      39	       1	
ThoiGian	    Tran	     San	      TC	     KL3	    Gia3	     KL2	    Gia2	     KL1	    Gia1	     Gia	      KL	 thayDoi	    Gia1	     KL1	    Gia2	     KL2	    Gia3	     KL3	     Cao	    Thap	      TB	  TongKL	   GiaP1	    KLP1	   GiaP2	    KLP2	   NNMua	   NNBan	    Room	
15:28:03	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	     145	      61	      61	     150	    0.00	    61.1	   2,116	    61.2	   4,019	    61.3	   5,727	    61.5	    60.3	   60.93	  93,102	    60.9	   3,399	      61	  89,703	      20	      39	       1	
15:28:14	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	     145	      61	      61	     150	    0.00	    61.1	   2,116	    61.2	   4,019	    61.3	   5,727	    61.5	    60.3	   60.93	  93,102	    60.9	   3,399	      61	  89,703	      20	      39	       1	
15:28:24	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	     145	      61	      61	     150	    0.00	    61.1	   2,116	    61.2	   4,019	    61.3	   5,727	    61.5	    60.3	   60.93	  93,102	    60.9	   3,399	      61	  89,703	      20	      39	       1	
15:28:35	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	     145	      61	      61	     150	    0.00	    61.1	   2,116	    61.2	   4,019	    61.3	   5,727	    61.5	    60.3	   60.93	  93,102	    60.9	   3,399	      61	  89,703	      20	      39	       1	
15:28:46	    65.2	    56.8	      61	     730	    60.8	   1,829	    60.9	     145	      61	      61	     150	    0.00	    61.1	   2,116	    61.2	   4,019	    61.3	   5,727	    61.5	    60.3	   60.93	  93,102	    60.9	   3,399	      61	  89,703	      20	      39	       1	
15:28:57	    65.2	    56.8	      61	   1,000	    60.7	     730	    60.8	   1,829	    60.9	      61	     145	    0.00	      61	   1,354	    61.1	   2,116	    61.2	   4,469	    61.5	    60.3	   60.93	  94,397	    60.9	   3,399	      61	  90,998	      20	      39	       1	
15:29:08	    65.2	    56.8	      61	   1,000	    60.7	     730	    60.8	   1,829	    60.9	      61	     145	    0.00	      61	   1,354	    61.1	   2,116	    61.2	   4,469	    61.5	    60.3	   60.93	  94,397	    60.9	   3,399	      61	  90,998	      20	      39	       1	
15:29:19	    65.2	    56.8	      61	   1,000	    60.7	     730	    60.8	   1,829	    60.9	      61	     145	    0.00	      61	   1,354	    61.1	   2,116	    61.2	   4,469	    61.5	    60.3	   60.93	  94,397	    60.9	   3,399	      61	  90,998	      20	      39	       1	
15:29:30	    65.2	    56.8	      61	   1,000	    60.7	     730	    60.8	   1,829	    60.9	      61	       1	    0.00	      61	   1,354	    61.1	   2,116	    61.2	   4,569	    61.5	    60.3	   60.93	  94,398	    60.9	   3,399	      61	  90,999	      20	      39	       1	
15:29:41	    65.2	    56.8	      61	   1,000	    60.7	     730	    60.8	   1,829	    60.9	      61	       1	    0.00	      61	   1,354	    61.1	   2,116	    61.2	   4,569	    61.5	    60.3	   60.93	  94,398	    60.9	   3,399	      61	  90,999	      20	      39	       1	
